,Country Name,Country Code,Indicator Name,Indicator Code,year,value
42,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1960,
43,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,21.555999999999997
44,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
45,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,1428.0454869999999
46,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1961,8273434930.0
47,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1961,547566.0156
48,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1961,70.11707317
49,France,FRA,Population growth (annual %),SP.POP.GROW,1961,1.318705271
50,France,FRA,Population in largest city,EN.URB.LCTY,1961,7539888.0
51,France,FRA,"Population, total",SP.POP.TOTL,1961,47240543.0
52,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1961,
53,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1961,
54,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1961,37.393
55,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
56,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,
57,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1961,
58,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1961,349130.0
59,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1961,69.508
60,Germany,DEU,Population growth (annual %),SP.POP.GROW,1961,0.7698543440000001
61,Germany,DEU,Population in largest city,EN.URB.LCTY,1961,3252346.0
62,Germany,DEU,"Population, total",SP.POP.TOTL,1961,73377632.0
63,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1961,
64,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1961,
65,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1961,28.303
66,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
67,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,887.3367446000001
68,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1961,
69,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1961,294110.0
70,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1961,69.7602439
71,Italy,ITA,Population growth (annual %),SP.POP.GROW,1961,0.668382874
72,Italy,ITA,Population in largest city,EN.URB.LCTY,1961,2523274.0
73,Italy,ITA,"Population, total",SP.POP.TOTL,1961,50536350.0
74,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1961,
75,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1961,
76,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1961,40.144
77,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
78,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,1472.385714
79,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1961,
80,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1961,241930.0
81,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1961,70.87804878
82,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1961,0.7604599390000001
83,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1961,8168112.0
84,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1961,52800000.0
85,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1961,
86,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1961,
87,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1961,21.625999999999998
88,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1962,
89,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1962,1578.284604
90,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1962,9042716900.0
91,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1962,547566.0156
92,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,70.31463415
93,France,FRA,Population growth (annual %),SP.POP.GROW,1962,1.396482976
94,France,FRA,Population in largest city,EN.URB.LCTY,1962,7650751.0
95,France,FRA,"Population, total",SP.POP.TOTL,1962,47904877.0
96,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1962,
97,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1962,
98,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1962,36.510999999999996
99,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1962,
100,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1962,
101,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1962,
102,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1962,349130.0
103,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,69.69153659
104,Germany,DEU,Population growth (annual %),SP.POP.GROW,1962,0.879431692
105,Germany,DEU,Population in largest city,EN.URB.LCTY,1962,3247311.0
106,Germany,DEU,"Population, total",SP.POP.TOTL,1962,74025784.0
107,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1962,
108,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1962,
109,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1962,28.238000000000003
110,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1962,
111,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1962,990.2601522
112,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1962,
113,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1962,294110.0
114,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,69.1497561
115,Italy,ITA,Population growth (annual %),SP.POP.GROW,1962,0.67662299
116,Italy,ITA,Population in largest city,EN.URB.LCTY,1962,2587008.0
117,Italy,ITA,"Population, total",SP.POP.TOTL,1962,50879450.0
118,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1962,
119,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1962,
120,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1962,39.645
121,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1962,
122,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1962,1525.7758529999999
123,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1962,
124,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1962,241930.0
125,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,70.92682927
126,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1962,0.848661388
127,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1962,8092157.0
128,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1962,53250000.0
129,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1962,
130,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1962,
131,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1962,21.763
132,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1963,
133,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1963,1744.6405899999997
134,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1963,10367369963.0
135,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1963,547566.0156
136,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1963,70.51463415
137,France,FRA,Population growth (annual %),SP.POP.GROW,1963,1.4048353009999999
138,France,FRA,Population in largest city,EN.URB.LCTY,1963,7718298.0
139,France,FRA,"Population, total",SP.POP.TOTL,1963,48582611.0
140,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1963,
141,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1963,
142,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1963,35.298
143,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1963,
144,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1963,
145,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1963,
146,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1963,349130.0
147,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1963,69.85960976
148,Germany,DEU,Population growth (annual %),SP.POP.GROW,1963,0.925875063
149,Germany,DEU,Population in largest city,EN.URB.LCTY,1963,3242284.0
150,Germany,DEU,"Population, total",SP.POP.TOTL,1963,74714353.0
151,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1963,
152,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1963,
153,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1963,28.174
154,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1963,
155,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1963,1126.019337
156,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1963,
157,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1963,294110.0
158,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1963,69.24804878
159,Italy,ITA,Population growth (annual %),SP.POP.GROW,1963,0.729553242
160,Italy,ITA,Population in largest city,EN.URB.LCTY,1963,2649872.0
161,Italy,ITA,"Population, total",SP.POP.TOTL,1963,51252000.0
162,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1963,
163,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1963,
164,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1963,39.147
165,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1963,
166,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1963,1613.456884
167,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1963,
168,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1963,241930.0
169,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1963,70.82682927
170,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1963,0.748366449
171,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1963,8016909.0
172,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1963,53650000.0
173,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1963,
174,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1963,
175,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1963,21.901
176,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1964,
177,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1964,1909.541232
178,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1964,12137117085.0
179,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1964,547566.0156
180,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1964,70.66341463
181,France,FRA,Population growth (annual %),SP.POP.GROW,1964,1.32496113
182,France,FRA,Population in largest city,EN.URB.LCTY,1964,7786535.0
183,France,FRA,"Population, total",SP.POP.TOTL,1964,49230595.0
184,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1964,
185,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1964,
186,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1964,34.102
187,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1964,
188,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1964,
189,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1964,
190,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1964,349130.0
191,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1964,70.01370732
192,Germany,DEU,Population growth (annual %),SP.POP.GROW,1964,0.805140883
193,Germany,DEU,Population in largest city,EN.URB.LCTY,1964,3237257.0
194,Germany,DEU,"Population, total",SP.POP.TOTL,1964,75318337.0
195,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1964,
196,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1964,
197,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1964,28.109
198,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1964,
199,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1964,1222.54454
200,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1964,
201,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1964,294110.0
202,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1964,70.31170732
203,Italy,ITA,Population growth (annual %),SP.POP.GROW,1964,0.8226237
204,Italy,ITA,Population in largest city,EN.URB.LCTY,1964,2714352.0
205,Italy,ITA,"Population, total",SP.POP.TOTL,1964,51675350.0
206,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1964,
207,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1964,
208,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1964,38.65
209,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1964,
210,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1964,1748.288118
211,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1964,
212,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1964,241930.0
213,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1964,71.62439024
214,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1964,0.650257749
215,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1964,7942259.0
216,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1964,54000000.0
217,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1964,
218,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1964,
219,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1964,22.04
220,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1965,
221,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1965,2038.162734
222,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1965,12575567948.0
223,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1965,547566.0156
224,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1965,70.81219512
225,France,FRA,Population growth (annual %),SP.POP.GROW,1965,1.186164673
226,France,FRA,Population in largest city,EN.URB.LCTY,1965,7855185.0
227,France,FRA,"Population, total",SP.POP.TOTL,1965,49818028.0
228,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1965,
229,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1965,
230,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1965,32.929
231,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1965,
232,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1965,
233,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1965,
234,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1965,349130.0
235,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1965,70.15182927
236,Germany,DEU,Population growth (annual %),SP.POP.GROW,1965,0.8531904370000001
237,Germany,DEU,Population in largest city,EN.URB.LCTY,1965,3232253.0
238,Germany,DEU,"Population, total",SP.POP.TOTL,1965,75963695.0
239,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1965,
240,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1965,
241,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1965,28.045
242,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1965,
243,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1965,1304.453817
244,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1965,
245,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1965,294110.0
246,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1965,70.17170732
247,Italy,ITA,Population growth (annual %),SP.POP.GROW,1965,0.8421086170000001
248,Italy,ITA,Population in largest city,EN.URB.LCTY,1965,2780218.0
249,Italy,ITA,"Population, total",SP.POP.TOTL,1965,52112350.0
250,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1965,
251,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1965,
252,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1965,38.157
253,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1965,
254,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1965,1873.5677739999999
255,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1965,
256,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1965,241930.0
257,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1965,71.62439024
258,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1965,0.642468779
259,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1965,7868506.0
260,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1965,54348050.0
261,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1965,
262,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1965,
263,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1965,22.179000000000002
264,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1966,
265,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1966,2186.474852
266,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1966,14294826788.0
267,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1966,547566.0156
268,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1966,70.96097561
269,France,FRA,Population growth (annual %),SP.POP.GROW,1966,1.022959986
270,France,FRA,Population in largest city,EN.URB.LCTY,1966,7924537.0
271,France,FRA,"Population, total",SP.POP.TOTL,1966,50330262.0
272,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1966,
273,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1966,
274,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1966,31.775
275,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1966,
276,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1966,
277,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1966,
278,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1966,349130.0
279,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1966,70.27141463
280,Germany,DEU,Population growth (annual %),SP.POP.GROW,1966,0.834560801
281,Germany,DEU,Population in largest city,EN.URB.LCTY,1966,3227249.0
282,Germany,DEU,"Population, total",SP.POP.TOTL,1966,76600311.0
283,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1966,
284,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1966,
285,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1966,27.980999999999998
286,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1966,
287,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1966,1402.442354
288,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1966,
289,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1966,294110.0
290,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1966,70.92609756
291,Italy,ITA,Population growth (annual %),SP.POP.GROW,1966,0.777304407
292,Italy,ITA,Population in largest city,EN.URB.LCTY,1966,2847776.0
293,Italy,ITA,"Population, total",SP.POP.TOTL,1966,52519000.0
294,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1966,
295,Italy,ITA,Progression to secondary school (%),SE.SEC.PROG.ZS,1966,
296,Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,1966,37.666
297,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1966,
298,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1966,1986.747159
299,United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1966,
300,United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,1966,241930.0
301,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1966,71.57317073
302,United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,1966,0.5513032489999999
303,United Kingdom,GBR,Population in largest city,EN.URB.LCTY,1966,7795337.0
304,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1966,54648500.0
305,United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,1966,
306,United Kingdom,GBR,Progression to secondary school (%),SE.SEC.PROG.ZS,1966,
307,United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,1966,22.318
308,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
309,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1967,2343.1042260000004
310,France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1967,15606193462.0
311,France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1967,547566.0156
312,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1967,71.16097561
313,France,FRA,Population growth (annual %),SP.POP.GROW,1967,0.8813218540000001
314,France,FRA,Population in largest city,EN.URB.LCTY,1967,7994501.0
315,France,FRA,"Population, total",SP.POP.TOTL,1967,50775794.0
316,France,FRA,"Primary education, duration (years)",SE.PRM.DURS,1967,
317,France,FRA,Progression to secondary school (%),SE.SEC.PROG.ZS,1967,
318,France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1967,30.643
319,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
320,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1967,
321,Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1967,
322,Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,1967,349130.0
323,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1967,70.374
324,Germany,DEU,Population growth (annual %),SP.POP.GROW,1967,0.45720852700000003
325,Germany,DEU,Population in largest city,EN.URB.LCTY,1967,3222253.0
326,Germany,DEU,"Population, total",SP.POP.TOTL,1967,76951336.0
327,Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,1967,
328,Germany,DEU,Progression to secondary school (%),SE.SEC.PROG.ZS,1967,
329,Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,1967,27.916999999999998
330,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
331,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1967,1533.692877
332,Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1967,
333,Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,1967,294110.0
334,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1967,70.95658537
335,Italy,ITA,Population growth (annual %),SP.POP.GROW,1967,0.723778173
336,Italy,ITA,Population in largest city,EN.URB.LCTY,1967,2916976.0
337,Italy,ITA,"Population, total",SP.POP.TOTL,1967,52900500.0
338,Italy,ITA,"Primary education, duration (years)",SE.PRM.DURS,1967,
