,Country Name,Country Code,Indicator Name,2000
59083,China,CHN,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",
59084,China,CHN,"Children in employment, total (% of children ages 7-14)",
59085,China,CHN,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",
59086,China,CHN,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",
59087,China,CHN,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",
59088,China,CHN,"Children in employment, wage workers (% of children in employment, ages 7-14)",
59089,China,CHN,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",
59090,China,CHN,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",
59091,China,CHN,"Children in employment, work only (% of children in employment, ages 7-14)",
59092,China,CHN,"Children in employment, work only, female (% of female children in employment, ages 7-14)",
59093,China,CHN,"Children in employment, work only, male (% of male children in employment, ages 7-14)",
59094,China,CHN,Children out of school (% of primary school age),
59095,China,CHN,"Children out of school, female (% of female primary school age)",
59096,China,CHN,"Children out of school, male (% of male primary school age)",
59097,China,CHN,"Children out of school, primary",
59098,China,CHN,"Children out of school, primary, female",
59099,China,CHN,"Children out of school, primary, male",
59100,China,CHN,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),
59101,China,CHN,Claims on central government (annual growth as % of broad money),-0.000983129
59102,China,CHN,"Claims on central government, etc. (% GDP)",5.859116315
59103,China,CHN,Claims on other sectors of the domestic economy (% of GDP),
59104,China,CHN,Claims on other sectors of the domestic economy (annual growth as % of broad money),
59105,China,CHN,Claims on private sector (annual growth as % of broad money),9.472839441
59106,China,CHN,CO2 emissions (kg per 2010 US$ of GDP),1.525518234
59107,China,CHN,CO2 emissions (kg per 2017 PPP $ of GDP),0.781306548
59108,China,CHN,CO2 emissions (kg per PPP $ of GDP),0.923420017
59109,China,CHN,CO2 emissions (kt),3405179.867
59110,China,CHN,CO2 emissions (metric tons per capita),2.696862433
59111,China,CHN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",51.03849394
59112,China,CHN,CO2 emissions from gaseous fuel consumption (% of total),1.7574824919999998
59113,China,CHN,CO2 emissions from gaseous fuel consumption (kt),59845.44
59114,China,CHN,CO2 emissions from liquid fuel consumption (% of total),19.06556207
59115,China,CHN,CO2 emissions from liquid fuel consumption (kt),649216.681
59116,China,CHN,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),28.93655628
59117,China,CHN,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",2.605469509
59118,China,CHN,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),8.881148338
59119,China,CHN,CO2 emissions from solid fuel consumption (% of total),70.43358773
59120,China,CHN,CO2 emissions from solid fuel consumption (kt),2398390.349
59121,China,CHN,CO2 emissions from transport (% of total fuel combustion),8.538331929
59122,China,CHN,CO2 intensity (kg per kg of oil equivalent energy use),2.999889313
59123,China,CHN,Coal rents (% of GDP),0.140814769
59124,China,CHN,Combustible renewables and waste (% of total energy),17.27195071
59125,China,CHN,"Commercial bank branches (per 100,000 adults)",
59126,China,CHN,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",-2138296000.0
59127,China,CHN,Commercial service exports (current US$),78423162000.0
59128,China,CHN,Commercial service imports (current US$),36095882000.0
59129,China,CHN,"Communications, computer, etc. (% of service exports, BoP)",74.47826608
59130,China,CHN,"Communications, computer, etc. (% of service imports, BoP)",28.09580475
59131,China,CHN,"Community health workers (per 1,000 people)",1.033
59132,China,CHN,Compensation of employees (% of expense),
59133,China,CHN,Compensation of employees (current LCU),
59134,China,CHN,Completeness of birth registration (%),
59135,China,CHN,"Completeness of birth registration, female (%)",
59136,China,CHN,"Completeness of birth registration, male (%)",
59137,China,CHN,"Completeness of birth registration, rural (%)",
59138,China,CHN,"Completeness of birth registration, urban (%)",
59139,China,CHN,Completeness of death registration with cause-of-death information (%),
59140,China,CHN,"Compulsory education, duration (years)",9.0
59141,China,CHN,"Computer, communications and other services (% of commercial service exports)",74.3856681
59142,China,CHN,"Computer, communications and other services (% of commercial service imports)",27.75166707
59143,China,CHN,"Condom use, population ages 15-24, female (% of females ages 15-24)",
59144,China,CHN,"Condom use, population ages 15-24, male (% of males ages 15-24)",
59145,China,CHN,Consumer price index (2010 = 100),80.97001954
59146,China,CHN,Consumption of iodized salt (% of households),
59147,China,CHN,Container port traffic (TEU: 20 foot equivalent units),41000000.0
59148,China,CHN,"Contraceptive prevalence, any methods (% of women ages 15-49)",83.8
59149,China,CHN,"Contraceptive prevalence, modern methods (% of women ages 15-49)",
59150,China,CHN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",39.43799973
59151,China,CHN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",13.54599953
59152,China,CHN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",25.27199936
59153,China,CHN,Cost of business start-up procedures (% of GNI per capita),
59154,China,CHN,"Cost of business start-up procedures, female (% of GNI per capita)",
59155,China,CHN,"Cost of business start-up procedures, male (% of GNI per capita)",
59156,China,CHN,"Cost to export, border compliance (US$)",
59157,China,CHN,"Cost to export, documentary compliance (US$)",
59158,China,CHN,"Cost to import, border compliance (US$)",
59159,China,CHN,"Cost to import, documentary compliance (US$)",
59160,China,CHN,Coverage of social insurance programs (% of population),
59161,China,CHN,Coverage of social insurance programs in 2nd quintile (% of population),
59162,China,CHN,Coverage of social insurance programs in 3rd quintile (% of population),
59163,China,CHN,Coverage of social insurance programs in 4th quintile (% of population),
59164,China,CHN,Coverage of social insurance programs in poorest quintile (% of population),
59165,China,CHN,Coverage of social insurance programs in richest quintile (% of population),
59166,China,CHN,Coverage of social protection and labor programs (% of population),
59167,China,CHN,Coverage of social safety net programs (% of population),
59168,China,CHN,Coverage of social safety net programs in 2nd quintile (% of population),
59169,China,CHN,Coverage of social safety net programs in 3rd quintile (% of population),
59170,China,CHN,Coverage of social safety net programs in 4th quintile (% of population),
59171,China,CHN,Coverage of social safety net programs in poorest quintile (% of population),
59172,China,CHN,Coverage of social safety net programs in richest quintile (% of population),
59173,China,CHN,Coverage of unemployment benefits and ALMP (% of population),
59174,China,CHN,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),
59175,China,CHN,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),
59176,China,CHN,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),
59177,China,CHN,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),
59178,China,CHN,Coverage of unemployment benefits and ALMP in richest quintile (% of population),
59179,China,CHN,CPIA building human resources rating (1=low to 6=high),
59180,China,CHN,CPIA business regulatory environment rating (1=low to 6=high),
59181,China,CHN,CPIA debt policy rating (1=low to 6=high),
59182,China,CHN,CPIA economic management cluster average (1=low to 6=high),
59183,China,CHN,CPIA efficiency of revenue mobilization rating (1=low to 6=high),
59184,China,CHN,CPIA equity of public resource use rating (1=low to 6=high),
59185,China,CHN,CPIA financial sector rating (1=low to 6=high),
59186,China,CHN,CPIA fiscal policy rating (1=low to 6=high),
59187,China,CHN,CPIA gender equality rating (1=low to 6=high),
59188,China,CHN,CPIA macroeconomic management rating (1=low to 6=high),
59189,China,CHN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),
59190,China,CHN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),
59191,China,CHN,CPIA property rights and rule-based governance rating (1=low to 6=high),
59192,China,CHN,CPIA public sector management and institutions cluster average (1=low to 6=high),
59193,China,CHN,CPIA quality of budgetary and financial management rating (1=low to 6=high),
59194,China,CHN,CPIA quality of public administration rating (1=low to 6=high),
59195,China,CHN,CPIA social protection rating (1=low to 6=high),
59196,China,CHN,CPIA structural policies cluster average (1=low to 6=high),
59197,China,CHN,CPIA trade rating (1=low to 6=high),
59198,China,CHN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",
59199,China,CHN,Crop production index (2004-2006 = 100),84.78
59200,China,CHN,Current account balance (% of GDP),1.693848601
59201,China,CHN,"Current account balance (BoP, current US$)",20518382000.0
59202,China,CHN,"Current education expenditure, primary (% of total expenditure in primary public institutions)",
59203,China,CHN,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",
59204,China,CHN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",
59205,China,CHN,"Current education expenditure, total (% of total expenditure in public institutions)",
59206,China,CHN,Current health expenditure (% of GDP),4.473415017
59207,China,CHN,Current health expenditure per capita (current US$),42.35367584
59208,China,CHN,"Current health expenditure per capita, PPP (current international $)",129.46867369999998
59209,China,CHN,Customs and other import duties (% of tax revenue),
59210,China,CHN,Customs and other import duties (current LCU),
59211,China,CHN,"Death rate, crude (per 1,000 people)",6.45
59212,China,CHN,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",7.103656342000001
59213,China,CHN,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",14377689954.0
59214,China,CHN,"Debt service on external debt, total (TDS, current US$)",26609930527.0
59215,China,CHN,DEC alternative conversion factor (LCU per US$),8.2784
59216,China,CHN,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),
59217,China,CHN,Deposit interest rate (%),2.25
59218,China,CHN,"Depositors with commercial banks (per 1,000 adults)",
59219,China,CHN,Depth of credit information index (0=low to 8=high),
59220,China,CHN,Diabetes prevalence (% of population ages 20 to 79),
59221,China,CHN,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),
59222,China,CHN,Diarrhea treatment (% of children under 5 who received ORS packet),
59223,China,CHN,Disaster risk reduction progress score (1-5 scale; 5=best),
59224,China,CHN,Discrepancy in expenditure estimate of GDP (constant LCU),
59225,China,CHN,Discrepancy in expenditure estimate of GDP (current LCU),48117658202.0
59226,China,CHN,Domestic credit provided by financial sector (% of GDP),
59227,China,CHN,Domestic credit to private sector (% of GDP),111.1229709
59228,China,CHN,Domestic credit to private sector by banks (% of GDP),111.01307879999999
59229,China,CHN,Domestic general government health expenditure (% of current health expenditure),21.97528929
59230,China,CHN,Domestic general government health expenditure (% of GDP),0.9830459020000001
59231,China,CHN,Domestic general government health expenditure (% of general government expenditure),6.089840829
59232,China,CHN,Domestic general government health expenditure per capita (current US$),9.307342529
59233,China,CHN,"Domestic general government health expenditure per capita, PPP (current international $)",28.45111465
59234,China,CHN,Domestic private health expenditure (% of current health expenditure),77.99923706
59235,China,CHN,Domestic private health expenditure per capita (current US$),33.03554535
59236,China,CHN,"Domestic private health expenditure per capita, PPP (current international $)",100.9845734
59237,China,CHN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",
59238,China,CHN,Ease of doing business index (1=most business-friendly regulations),
59239,China,CHN,Ease of doing business score (0 = lowest performance to 100 = best performance),
59240,China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",
59241,China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",
59242,China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
59243,China,CHN,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",43.377491
59244,China,CHN,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",60.7806015
59245,China,CHN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",52.26036072
59246,China,CHN,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",3.082910061
59247,China,CHN,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",5.40474987
59248,China,CHN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",4.268020153
59249,China,CHN,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",
59250,China,CHN,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",
59251,China,CHN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",
59252,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",
59253,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",
59254,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",
59255,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",
59256,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
59257,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",
59258,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",
59259,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",
59260,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",
59261,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",
59262,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",
59263,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",
59264,China,CHN,Electric power consumption (kWh per capita),992.9433847000001
59265,China,CHN,Electric power transmission and distribution losses (% of output),6.909225824
59266,China,CHN,Electricity production from coal sources (% of total),78.21363715
59267,China,CHN,Electricity production from hydroelectric sources (% of total),16.40538216
59268,China,CHN,Electricity production from natural gas sources (% of total),0.42581973799999995
59269,China,CHN,Electricity production from nuclear sources (% of total),1.2345305659999999
59270,China,CHN,Electricity production from oil sources (% of total),3.4865143560000003
59271,China,CHN,"Electricity production from oil, gas and coal sources (% of total)",82.12597124
59272,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0.234116031
59273,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",3174000000.0
59274,China,CHN,"Employers, female (% of female employment) (modeled ILO estimate)",0.559000015
59275,China,CHN,"Employers, male (% of male employment) (modeled ILO estimate)",2.121999979
59276,China,CHN,"Employers, total (% of total employment) (modeled ILO estimate)",1.414000034
59277,China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),50.00999832
59278,China,CHN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",45.73300171
59279,China,CHN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",53.54999924
59280,China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),22.49500084
59281,China,CHN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",24.573999399999998
59282,China,CHN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",20.77499962
59283,China,CHN,Employment in services (% of total employment) (modeled ILO estimate),27.49500084
59284,China,CHN,"Employment in services, female (% of female employment) (modeled ILO estimate)",29.69300079
59285,China,CHN,"Employment in services, male (% of male employment) (modeled ILO estimate)",25.67499924
59286,China,CHN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",69.11100006
59287,China,CHN,"Employment to population ratio, 15+, female (%) (national estimate)",
59288,China,CHN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",80.37400055
59289,China,CHN,"Employment to population ratio, 15+, male (%) (national estimate)",
59290,China,CHN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",74.84999847
59291,China,CHN,"Employment to population ratio, 15+, total (%) (national estimate)",75.31999969
59292,China,CHN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",64.15100098
59293,China,CHN,"Employment to population ratio, ages 15-24, female (%) (national estimate)",
59294,China,CHN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",63.98799896
59295,China,CHN,"Employment to population ratio, ages 15-24, male (%) (national estimate)",
59296,China,CHN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",64.06700134
59297,China,CHN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",
59298,China,CHN,"Energy imports, net (% of energy use)",0.5484087679999999
59299,China,CHN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),10.23305051
59300,China,CHN,Energy related methane emissions (% of total),36.16575922
59301,China,CHN,Energy use (kg of oil equivalent per capita),898.9873131
59302,China,CHN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",260.4451252
59303,China,CHN,Exclusive breastfeeding (% of children under 6 months),
59304,China,CHN,Expenditure on primary education (% of government expenditure on education),
